repetition;plant;silique;strain;state
3;3;4;GWc;1
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;0
3;3;5;GWc;1
3;3;5;GWc;1
3;3;5;GWc;1
3;3;5;GWc;1
3;3;5;GWc;1
